,index,Released,English title,TMDB_id
0,2,2011-01-21,Moon Castle: The Space Adventure,52031
1,4,2011-01-26,My Own Swordsman,62331
2,5,2011-01-27,Old Master Q and Little Ocean Tiger,286076
3,7,2011-02-03,Little Big Panda,65714
4,8,2011-02-03,Mr. & Mrs. Incredible,59499
5,9,2011-02-03,Under the Influence,679007
6,10,2011-02-03,What Women Want,62976
7,11,2011-02-12,Eternal Moment,65652
8,13,2011-02-22,The Aroma City,834601
9,20,2011-03-10,Sky Fighters,80353
10,21,2011-03-11,Big Big Man,319453
11,27,2011-03-25,The Man Behind the Courtyard House,81752
12,28,2011-03-30,Children from the Distant Planet,524035
13,0,2011-04-08,The Law of Attraction,72896
14,1,2011-04-08,Mr. and Mrs. Single,98555
15,2,2011-04-12,The Warring States,63457
16,4,2011-05-10,Love for Life,75463
17,5,2011-05-13,A Beautiful Life,72502
18,0,2011-07-04,Wu Xia,70057
19,3,2011-07-15,To Love or Not,923618
20,4,2011-08-18,Overheard 2,74639
21,5,2011-09-08,Love in Space,74641
22,8,2011-09-15,One Wrong Step,877208
23,9,2011-09-16,The Land with No Boundary,1147090
24,11,2011-09-23,Cool Young,600052
25,12,2011-09-23,The Purple House,209838
26,14,2011-09-29,Mural,75812
27,15,2011-09-30,The Dragon Knight,564290
28,0,2011-10-13,The Woman Knight of Mirror Lake,79992
29,1,2011-11-08,Love is Not Blind,79824
30,2,2011-11-10,The Resistance,378184
31,3,2011-11-18,Legendary Amazons,82190
32,4,2011-11-29,White Vengeance,81344
33,5,2011-12-02,A Big Deal,967910
34,6,2011-12-02,Cold Steel,94676
35,8,2011-12-02,Racer Legend,86187
36,9,2011-12-15,The Flowers of War,76758
37,10,2011-12-15,Flying Swords of Dragon Gate,81870
38,11,2011-12-23,Dear Enemy,93898
39,1,2012-01-06,Happy Adventure,1163473
40,2,2012-01-06,Run,1042043
41,4,2012-01-12,Mission Incredible: Adventures on the Dragon's Trail,197511
42,7,2012-01-23,Fan Ju Ye Feng Kuang,119625
43,8,2012-01-23,Just for Fun,110297
44,9,2012-01-23,Little Heroes Legend of Yuefei,893988
45,12,2012-01-24,Harpoon,310538
46,13,2012-01-25,Qi Ge Long Dong Qiang Dong Qiang,896317
47,16,2012-02-09,Romancing in Thin Air,86409
48,17,2012-02-10,I Do,96686
49,18,2012-02-10,Ye Dian Gui Tan,117056
50,21,2012-02-17,The Floating Shadow,211395
51,22,2012-02-24,Scheme with Me,98570
52,23,2012-02-24,The Sword Identity,120460
53,29,2012-03-08,The Locked Door,923613
54,30,2012-03-08,The Second Woman,120880
55,32,2012-03-09,The Somalia Truth,1155742
56,37,2012-03-23,The Happy Kids Adventure,1189017
57,38,2012-03-23,Joyful Reunion,132279
58,39,2012-03-23,Love on Gallery Bridge,792454
59,41,2012-03-30,Everything is Nothing,294972
60,2,2012-04-01,The Unfortunate Car,154649
61,4,2012-04-13,Love on that Day,1025834
62,8,2012-04-23,Guns and Roses,111966
63,11,2012-04-27,Close to the Sun,792483
64,12,2012-06-28,Painted Skin: The Resurrection,124471
65,0,2012-07-05,Legend of the Moles: The Treasure of Scylla,564276
66,1,2012-07-06,Caught in the Web,121795
67,4,2012-07-10,McDull - Pork of Music,137386
68,5,2012-07-12,The Four,120143
69,7,2012-07-13,The Zodiac Mystery,123886
70,8,2012-07-20,Fearless,921916
71,10,2012-08-10,The Silent War,129070
72,11,2012-08-14,The Bullet Vanishes,129850
73,12,2012-09-26,The Assassins,136701
74,13,2012-09-27,Tai Chi 0,121823
75,0,2012-10-25,Tai Chi Hero,149085
76,2,2012-12-12,Lost in Thailand,151743
77,4,2012-12-20,The Guillotines,167449
78,0,2013-01-01,Forever Love,411530
79,3,2013-01-12,Desperate Rescue,898524
80,4,2013-01-15,Bring Happiness Home,195933
81,6,2013-01-16,Beyond the Bounds,898530
82,9,2013-01-24,The Mythical Ark: Adventures in Love & Happiness,248080
83,10,2013-01-25,Little Tigers,728764
84,12,2013-01-26,Mysterious Island 2,195938
85,13,2013-01-29,Angry Kid,461349
86,15,2013-01-31,Roco Kingdom: The Desire of Dragon,564291
87,18,2013-02-05,Mark of Youth,464131
88,19,2013-02-10,Better and Better,199891
89,21,2013-02-10,Love Retake,649999
90,28,2013-03-01,Midnight Microblog,807243
91,30,2013-03-04,Youthful Days,898487
92,32,2013-03-05,The Sweet Smile,963498
93,34,2013-03-08,Fall in Love,177504
94,36,2013-03-08,Midnight Train,546849
95,40,2013-03-14,Scandals,728884
96,42,2013-03-21,Finding Mr. Right,188183
97,43,2013-03-22,82 Warriors,726566
98,45,2013-03-28,The House,1054462
99,46,2013-03-29,Neverland,661417
100,47,2013-03-29,"The Chef, the Actor, the Scoundrel",195300
101,4,2013-04-12,A Wedding Invitation,195921
102,5,2013-04-19,The Deadly Bullet,991629
103,7,2013-04-26,So Young,191421
104,9,2013-04-28,The Incredible Truth,218697
105,11,2013-04-28,Xi Bai Po: Wang Er Xiao,424833
106,16,2013-05-11,Indomitable Soldiers,661610
107,18,2013-05-17,American Dreams in China,196325
108,25,2013-05-31,Kuiba 2,331249
109,29,2013-06-09,7 Assassins,241375
110,30,2013-06-09,The Cosplayers,359205
111,31,2013-06-09,Redemption,306863
112,32,2013-06-09,Switch,196385
113,33,2013-06-09,Thrilling Eve,896338
114,35,2013-06-11,Block Buster,942920
115,36,2013-06-14,Mysterious Face,880222
116,37,2013-06-14,Time to Show,618959
117,41,2013-06-27,Tiny Times,209049
118,42,2013-06-28,Happy Heroes,617075
119,0,2013-07-04,Singing When We are Young,461356
120,4,2013-07-12,The Supernatural Events on Campus,546764
121,5,2013-07-16,Bunshinsaba 2,233842
122,9,2013-07-19,Day of Redemption,356137
123,11,2013-07-20,Wing Chun Xiao Long,1168589
124,13,2013-07-24,Chinese Look,691211
125,14,2013-07-25,Love is Beautiful,451588
126,15,2013-07-26,Avalokitesvara,255958
127,16,2013-07-26,Ghost of Model,956803
128,19,2013-08-02,Kunta,971364
129,20,2013-08-02,Love Story,356658
130,21,2013-08-02,Young Style,412555
131,25,2013-08-13,The Palace,244188
132,27,2013-08-16,Nightmare,451579
133,28,2013-08-16,Lips and Soul,641912
134,31,2013-08-22,Ox Thief,661627
135,32,2013-08-23,Fake Fiction,289301
136,33,2013-08-23,A Moment of Love,314515
137,34,2013-08-23,Pink Lady: Lover Run,295381
138,35,2013-08-23,Unidentified,745560
139,37,2013-08-29,The Stolen Years,221112
140,38,2013-08-30,Flash Play,232395
141,40,2013-08-30,Sweet Summer Love,1244320
142,41,2013-09-01,Youth Novel,889948
143,42,2013-09-06,Dead Sign,243997
144,43,2013-09-06,Timeless Love,380294
145,44,2013-09-06,A Young Girl's Destiny,451191
146,46,2013-09-10,School Bus,1169316
147,49,2013-09-17,My Lucky Star,220488
148,50,2013-09-17,My Mother,880225
149,51,2013-09-18,The Empire Symbol,256518
150,52,2013-09-18,The Ideal City,626618
151,54,2013-09-24,The Wrath of Vajra,254672
152,58,2013-09-29,Bump in the Road,372327
153,60,2013-09-30,Amazing,259247
154,61,2013-09-30,Murcielago,956824
155,1,2013-10-11,The Game of Hide and Seek,312199
156,2,2013-10-12,Love Will Tear Us Apart,233433
157,5,2013-10-18,Target Locked,898457
158,7,2013-10-25,Princess Show,934856
159,9,2013-10-29,A Chilling Cosplay,280928
160,12,2013-10-31,Cold Pupil,680178
161,13,2013-11-01,Angel Warriors,241384
162,14,2013-11-01,Dating Fever,345620
163,16,2013-11-08,Bachelors' Love,598415
164,20,2013-11-08,Love Speaks,295352
165,21,2013-11-08,Love You for Loving Me,446533
166,23,2013-11-08,The Twins' Code,519954
167,25,2013-11-15,My Boyfriends,495323
168,28,2013-11-22,Control,246205
169,29,2013-11-22,An Irascible Angel,591391
170,34,2013-11-29,The White Storm,233112
171,35,2013-12-03,No Man's Land,238811
172,37,2013-12-12,Firestorm,244114
173,38,2013-12-12,Into Tibet,1168533
174,39,2013-12-13,My Beautiful Kingdom,458911
175,42,2013-12-24,Police Story 2013,219572
176,44,2013-12-27,I Want You,476261
177,45,2013-12-27,The Love Experience,1244368
178,46,2013-12-28,The Frog Kingdom,346965
179,47,2013-12-28,Lost,259299
180,49,2013-12-31,Up in the Wind,268522
181,3,2014-01-05,Perfect Beyond,468717
182,4,2014-01-10,Bitter Love,894442
183,5,2014-01-10,Forever Young,255689
184,8,2014-01-10,The True Love,380296
185,9,2014-01-16,Meet the Pegasus,451606
186,10,2014-01-17,The Apostles,263250
187,11,2014-01-17,Boonie Bears: To the Rescue,260091
188,12,2014-01-17,Snow Blossom,1151253
189,13,2014-01-18,Dendrobium,301223
190,14,2014-01-21,A Gold Medal Winning Tramp Dog,401447
191,15,2014-01-23,Balala the Fairies: The Magic Trial,263491
192,17,2014-01-31,Ex-Files,275579
193,21,2014-01-31,"Where Are We Going, Dad?",423626
194,22,2014-02-02,Just Another Margin,283451
195,23,2014-02-14,Beijing Love Story,255302
196,25,2014-02-14,The Destiny,275628
197,27,2014-02-14,Love Needs One More Night,1162269
198,28,2014-02-14,Unexpected Love,1153243
199,29,2014-02-21,People Searching Story of Cola Lee,602352
200,30,2014-02-21,Shining Soul,957089
201,31,2014-02-21,The Struggle of 80's,894034
202,33,2014-02-28,General's Goblet,451621
203,34,2014-03-04,"Lock Me Up, Tie Him Down",326786
204,35,2014-03-07,The Old Cinderella,270259
205,36,2014-03-07,Pretty Maid,345552
206,40,2014-03-20,Limi Girl,711259
207,41,2014-03-20,Shigeshoshi,451487
208,43,2014-03-21,Fighting,289400
209,44,2014-03-21,Last Flight,257448
210,0,2014-04-04,Death Is Here 3,378890
211,2,2014-04-04,The Truth About Beauty,286995
212,3,2014-04-11,Ameera,283473
213,5,2014-04-11,Long's Story,357527
214,6,2014-04-11,Love and Hate From Cyber,1007490
215,8,2014-04-15,Phurbu & Tenzin,989054
216,11,2014-04-18,Stealing Legend,917215
217,12,2014-04-18,The Suspicious,279052
218,14,2014-04-25,My Old Classmate,290217
219,15,2014-04-29,The Great Hypnotist,273197
220,16,2014-04-30,Ikkyû san,384779
221,17,2014-04-30,Let Go for Love,626140
222,18,2014-05-07,Enchanted Doll,365963
223,19,2014-05-08,Forbidden Kiss,511842
224,20,2014-05-09,A Mysterious Bullet,712311
225,22,2014-05-16,Coming Home,259943
226,23,2014-05-16,Love at First Sight,287129
227,24,2014-05-16,Urban Games,277397
228,26,2014-05-20,Broadcasting Girl,288010
229,27,2014-05-23,Impetuous Love in Action,320979
230,30,2014-05-27,Closed Doors Village,1012610
231,34,2014-05-30,Happy Little Submarines 4: Adventure of Octopus,327819
232,40,2014-06-01,Feeling the Love Flute,1256377
233,43,2014-06-06,Night of Adventure,293938
234,44,2014-06-13,Midnight Hair,325517
235,45,2014-06-14,Dream at the Age of 86,799385
236,46,2014-06-20,Face Hunter,282300
237,47,2014-06-20,Night Mail,1130312
238,48,2014-06-27,The Breakup Guru,270724
239,49,2014-06-27,Poseidon Code,466551
240,5,2014-07-10,Old Boys: The Way of the Dragon,289449
241,6,2014-07-10,Roco Kingdom 3,564294
242,7,2014-07-10,Seer 4,331255
243,8,2014-07-11,Caught in Trap,860348
244,9,2014-07-17,Tiny Times 3,270842
245,10,2014-07-18,Happy Heroes 2 Qiyuan Planet Wars,546460
246,11,2014-07-18,The House That Never Dies,293021
247,12,2014-07-24,The Continent,272875
248,13,2014-07-25,The Magical Brush,296318
249,15,2014-07-30,Girls,284621
250,18,2014-08-01,Are You Ready to Marry Me,917274
251,19,2014-08-07,Brotherhood of Blades,291692
252,21,2014-08-08,Die Xian Gui Tan,495195
253,22,2014-08-08,The Legend of Qin,361489
254,23,2014-08-08,When a Peking Family Meets Aupair,350853
255,24,2014-08-08,Yugo & Lala 2,476959
256,25,2014-08-15,A Stupid Journey,618113
257,26,2014-08-15,Love Evolutionism,820138
258,28,2014-08-15,Mr. Lucky,345688
259,29,2014-08-15,Scent,526546
260,30,2014-08-15,The Scroll of Wing Chun White Crane,302784
261,32,2014-08-22,Fall in Love with You,380297
262,35,2014-08-22,Under the Bed 2,295636
263,38,2014-08-28,Turn Around,415051
264,41,2014-08-29,The Buddha's Shadow,747217
265,42,2014-08-29,The Summer of Our Graduation,1091860
266,46,2014-09-05,Once Upon a Time in the Old Bridge,899231
267,48,2014-09-10,One Day,571507
