,index,English title,Released,TMDB_id
595,169,Veil,2013-12-05,283486
596,170,Queer Movie 20,2013-12-06,416351
597,171,The Secret Studio,2013-12-11,335761
598,172,Way Back Home,2013-12-11,242458
599,174,Cats and Dogs,2013-12-12,289294
600,175,Scenery,2013-12-12,245444
601,176,The Attorney,2013-12-18,242452
602,177,Steal My Heart/Catch Me,2013-12-18,245597
603,178,Beauty Wars,2013-12-19,687895
604,179,"Shiva, Throw Your Life",2013-12-19,463079
605,180,The Suspect,2013-12-24,242454
606,182,Do You Hear She Sings?,2013-12-26,296131
607,1,Animal,2014-01-02,415171
608,2,The Plan Man,2014-01-09,254781
609,3,Yoon Hee,2014-01-09,288392
610,5,Hype Nation 3D,2014-01-16,265991
611,6,Taste,2014-01-16,260550
612,7,Virgin Theory: 7 Steps to Get on the Top,2014-01-16,254777
613,8,Hot Young Bloods,2014-01-22,252067
614,9,Man in Love,2014-01-22,258313
615,10,Miss Granny,2014-01-22,253065
616,12,Stray Dogs,2014-01-23,254427
617,13,The Huntresses,2014-01-29,254011
618,14,My Place,2014-01-30,240683
619,15,Another Promise,2014-02-06,254441
620,16,Apostle,2014-02-13,256458
621,17,Ordinary Days,2014-02-13,303186
622,18,Secret Tutor,2014-02-13,260557
623,19,Venus Talk,2014-02-13,254012
624,21,House with a Good View - Tasty Sex,2014-02-20,260548
625,22,The Satellite Girl and Milk Cow,2014-02-20,252509
626,23,Tabloid Truth,2014-02-20,256316
627,24,The Actress Is Too Much,2014-02-27,281426
628,25,Anxiety,2014-02-27,375122
629,27,The Empire of Shame,2014-03-06,417459
630,29,Manshin: Ten Thousand Spirits,2014-03-06,241928
631,30,Return Match,2014-03-06,411597
632,32,Miss Call,2014-03-13,288406
633,33,Monster,2014-03-13,259129
634,34,Thread of Lies,2014-03-13,257331
635,35,Two Wives,2014-03-13,276489
636,36,Glorious Days,2014-03-14,288398
637,37,"Go, Stop, Murder",2014-03-20,266658
638,38,Total Messed Family,2014-03-20,288399
639,40,"See, Beethoven",2014-03-27,412073
640,41,Sketch,2014-03-27,288403
641,43,Mr. Perfect,2014-04-03,263033
642,44,Tinker Ticker,2014-04-03,264746
643,45,Broken,2014-04-10,264273
644,46,"Girls, Girls, Girls",2014-04-10,265525
645,48,Guardian,2014-04-10,641383
646,49,Innocent Thing,2014-04-10,267466
647,50,Let's Go to Rose Motel 2 - Thirst,2014-04-10,277575
648,51,My Boy,2014-04-10,225880
649,53,Han Gong-ju,2014-04-17,229304
650,55,The Legacy,2014-04-17,674602
651,58,10 Minutes,2014-04-24,244046
652,59,Melo,2014-04-24,276658
653,60,My Father's Emails,2014-04-24,261330
654,61,Shuttlecock,2014-04-24,240153
655,62,The Fatal Encounter,2014-04-30,269340
656,63,The Target,2014-04-30,267467
657,64,Obsessed,2014-05-14,269955
658,65,Campus S Couple,2014-05-15,313980
659,66,Mad Sad Bad,2014-05-15,269358
660,67,Sage Solutions,2014-05-15,486234
661,69,A Girl at My Door,2014-05-22,266058
662,70,The Groin,2014-05-22,277787
663,72,One on One,2014-05-22,270759
664,74,A Hard Day,2014-05-29,269494
665,76,Rosa,2014-05-29,475138
666,77,A Touch of Unseen,2014-05-29,314499
667,78,Young Mother 2,2014-05-29,276126
668,80,No Tears for the Dead,2014-06-04,265851
669,81,Ready Action! Violence Movies,2014-06-05,490060
670,82,An American Friend,2014-06-12,477663
671,84,Gyeongju,2014-06-12,272687
672,86,You Are My Vampire,2014-06-12,279453
673,87,The Actress Spy,2014-06-19,288408
674,88,Futureless Things,2014-06-26,279662
675,89,Let's Dance,2014-06-26,281863
676,90,Winter Garden,2014-06-26,896332
677,91,Black Deal,2014-07-03,481549
678,92,The Divine Move,2014-07-03,281298
679,95,Navigation,2014-07-03,288411
680,96,One Night Only,2014-07-03,357965
681,97,Desirable Taste,2014-07-09,288412
682,98,Confession,2014-07-10,284152
683,100,Sookhee,2014-07-10,303187
684,104,Kundo: Age of the Rampant,2014-07-23,281780
685,105,Passionate Love,2014-07-23,452136
686,106,Affair,2014-07-24,288418
687,107,Our Family,2014-07-24,426424
688,108,The Admiral: Roaring Currents,2014-07-30,282631
689,110,The Suffered,2014-07-31,267484
690,111,The Pirates,2014-08-06,285213
691,112,Resolve,2014-08-06,425533
692,114,Super Virgin,2014-08-07,303189
693,115,T-Pang Rescue,2014-08-07,622772
694,116,Haemoo,2014-08-13,272691
695,117,18 - Eighteen Noir,2014-08-14,285777
696,118,Hope in Baseco,2014-08-14,478574
697,119,Insect Kingdom 3D,2014-08-14,415510
698,120,Janus: Two Faces of Desire,2014-08-14,452077
699,121,Tunnel 3D,2014-08-20,294811
700,122,The King of Jokgu,2014-08-21,286702
701,124,The Road Called Life,2014-08-21,287336
702,125,The Story of Ong-nyeo,2014-08-21,308624
703,126,Welcome,2014-08-21,302917
704,127,Haru,2014-08-27,293749
705,128,Night Flight,2014-08-28,256103
706,130,My Brilliant Life,2014-09-03,282058
707,131,Tazza: The Hidden Card,2014-09-03,290865
708,133,Hill of Freedom,2014-09-04,284135
709,135,The Wicked,2014-09-11,321371
710,136,Wrestling,2014-09-11,296711
711,137,Dangerous Seduction - There's Only Loneliness Where Memories Lie,2014-09-17,345696
712,138,Food Chain,2014-09-17,303193
713,139,"One for All, All for One",2014-09-18,277521
714,140,The Plan,2014-09-18,293146
715,141,9 Muses of Star Empire,2014-09-25,220075
716,142,A Fresh Girl,2014-09-25,372559
717,143,A Pharisee,2014-09-25,296715
718,145,Toxic Desire: Addiction,2014-09-25,383045
719,146,Zombie School,2014-09-25,322543
720,147,I Like Sexy Women 2,2014-10-01,313971
721,149,Mizo,2014-10-02,296372
722,150,Scarlet Innocence,2014-10-02,287649
723,151,Slow Video,2014-10-02,299244
724,152,Whistle Blower,2014-10-02,296633
725,153,Let's Go to Rose Motel 3 - Wandering,2014-10-08,409370
726,154,Manhole,2014-10-08,273645
727,155,"My Love, My Bride",2014-10-08,297558
728,156,Compassion,2014-10-16,321172
729,157,Hwang Gu,2014-10-16,416043
730,158,Where's Satomi?,2014-10-16,299098
731,159,Lies 2014,2014-10-22,303191
732,160,Red Carpet,2014-10-23,303126
733,162,We Are Brothers,2014-10-23,307217
734,163,The Woman Upstairs,2014-10-29,308603
735,166,Love Affair,2014-10-30,302945
736,167,My Dictator,2014-10-30,303967
737,168,Romance in Seoul,2014-10-30,251172
738,169,Tuning Fork,2014-10-30,485299
739,170,Daughter,2014-11-06,313782
740,171,Entangled,2014-11-06,314639
741,172,Fashion King,2014-11-06,297292
742,175,Cart,2014-11-13,287647
743,177,Set Me Free,2014-11-13,300498
744,178,The Youth,2014-11-13,314497
745,179,Dad for Rent,2014-11-20,311224
746,180,He Who Loves the World,2014-11-20,417177
747,181,Late Spring,2014-11-20,308420
748,182,Mot,2014-11-20,304320
749,184,"My Love, Don't Cross That River",2014-11-27,306598
750,185,Thuy,2014-11-27,240290
751,187,A Dynamite Family,2014-12-04,311630
752,188,GROW: Infinite's Real Youth Life,2014-12-04,506262
753,189,Highway Stars,2014-12-04,431809
754,190,The Hospice,2014-12-04,363977
755,192,My Sister,2014-12-04,318752
756,193,Quo Vadis,2014-12-10,335502
757,195,Mulberry 2014,2014-12-11,914824
758,197,Shinhwa Live 3D: The Legend Continues,2014-12-11,1137222
759,198,Ode to My Father,2014-12-17,313108
760,199,The 4th Innovator,2014-12-18,1144151
761,204,The Con Artists,2014-12-24,300433
762,205,The Royal Tailor,2014-12-24,314327
763,206,How to Steal a Dog,2014-12-31,282153
764,2,Snow in Sea Breeze,2015-01-08,348230
765,3,Love Forecast,2015-01-14,313628
766,4,The Cat Funeral,2015-01-15,349109
767,6,Ghost Over Flowers,2015-01-15,337301
768,7,Mira Story,2015-01-15,473020
769,8,Gangnam Blues,2015-01-21,297721
770,9,Clearer Than You Think,2015-01-22,324357
771,10,Shoot Me in the Heart,2015-01-28,326854
772,11,Bitch Heart Asshole,2015-01-29,335157
773,12,Hot Service: A Cruel Hairdresser,2015-01-29,322587
774,14,The Basement Satellite,2015-02-05,240292
775,15,C'est Si Bon,2015-02-05,348613
776,17,Detective K: Secret of the Lost Island,2015-02-11,328716
777,22,Gi-Hwa,2015-02-26,334309
778,23,The Maidroid,2015-02-26,332415
779,24,Barracks,2015-03-05,329321
780,25,Dog Eat Dog,2015-03-05,333451
781,26,Empire of Lust,2015-03-05,333167
782,27,Granny's Got Talent,2015-03-05,333713
783,29,The Deal,2015-03-12,335640
784,30,Socialphobia,2015-03-12,297400
785,32,Heartbreak Hotel,2015-03-19,332834
786,33,Mongolian Princess,2015-03-19,382139
787,34,Strangers on the Field,2015-03-19,415511
788,35,Twenty,2015-03-25,331251
789,37,I Like Sexy Women 3,2015-03-26,504900
790,39,Delicious Delivery,2015-04-02,335117
791,40,Foulball,2015-04-02,373991
792,41,Fukushima: Is There a Way Out?,2015-04-09,418486
793,43,Salut d'Amour,2015-04-09,329253
794,44,The Black Hand,2015-04-16,337132
795,45,Nineteen: Shh! No Imagining!,2015-04-20,346470
796,46,Clown of a Salesman,2015-04-23,339295
797,47,Glittering Hands,2015-04-23,521122
798,48,Maze: Secret Love,2015-04-23,359368
799,49,Coin Locker Girl,2015-04-29,336744
800,52,Illusionary Paradise,2015-04-30,352584
801,53,Planck Constant,2015-04-30,404421
802,54,The Sisters' Room,2015-04-30,351510
803,55,Touch by Touch,2015-04-30,387960
804,57,Incheon Waltz,2015-05-07,968485
805,58,Love Clinic,2015-05-07,340819
806,59,An Omnivorous Family's Dilemma,2015-05-07,331423
807,60,Roaring Currents: The Road of the Admiral,2015-05-07,416052
808,62,The Chronicles of Evil,2015-05-14,340746
809,63,The Disobeying Teacher,2015-05-14,742955
810,64,Alive,2015-05-21,285696
811,65,Makgeolli Girls,2015-05-21,353795
812,66,The Treacherous,2015-05-21,338803
813,68,Coin Locker,2015-05-28,416787
814,69,Seven Princess Driver,2015-05-28,353798
815,70,Crown Princess Hong,2015-06-04,342160
816,71,My Fair Wedding,2015-06-04,341947
817,72,The Outsider: Mean Streets,2015-06-04,348010
818,73,Perfect Proposal,2015-06-04,342021
819,74,Lover,2015-06-11,728353
820,77,Angry Painter,2015-06-18,342270
821,78,The Classified File,2015-06-18,344476
822,79,The Silenced,2015-06-18,342657
823,80,Northern Limit Line,2015-06-24,343843
824,82,Intimate Enemies,2015-06-25,340067
825,83,Looking for My Family,2015-06-25,369849
826,88,Kwon Bob: Chinatown,2015-07-09,348562
827,89,Pascha,2015-07-09,303654
828,90,The Piper,2015-07-09,345888
829,91,Red Tomb,2015-07-09,658962
830,93,Gay Out Soon 4: RUMOR,2015-07-11,600265
831,94,Three Summer Nights,2015-07-15,352155
832,96,Miryang Arirang: Legend of Miryang 2,2015-07-16,416332
833,97,Polaroid,2015-07-16,418489
834,98,The Wicked Are Alive,2015-07-16,351254
835,99,Queer Movie Butterfly: The Adult World,2015-07-18,510589
836,101,Assassination,2015-07-22,291549
837,102,AV Idol 2,2015-07-23,679569
838,103,Gifted,2015-07-30,314569
839,107,Veteran,2015-08-05,346646
840,109,Alice in Earnestland,2015-08-13,347697
841,110,Amor,2015-08-13,369848
842,111,Factory Complex,2015-08-13,351869
843,114,Memories of the Sword,2015-08-13,348689
844,115,SMTOWN The Stage,2015-08-13,484465
845,116,Wonderful Nightmare,2015-08-13,342055
846,117,Madam,2015-08-14,414887
847,118,The Beauty Inside,2015-08-20,338729
848,119,The Chosen: Forbidden Cave,2015-08-20,357995
849,120,Confession,2015-08-20,355941
850,121,Now Playing,2015-08-20,492442
851,123,Untouchable Lawmen,2015-08-27,359243
852,124,Taste 2,2015-09-02,359289
853,125,"Mission, Steal the Top Star",2015-09-03,417585
854,126,Office,2015-09-03,336055
855,127,The Piano,2015-09-03,434760
856,128,Taboo: Forbidden Love,2015-09-03,399902
857,130,The Crimson Whale,2015-09-10,606211
858,131,Deep Trap,2015-09-10,361539
859,132,Joseon Scandal - The Seven Valid Causes for Divorce,2015-09-10,685430
860,133,Love Never Fails,2015-09-10,386858
861,134,"My Sister, the Pig Lady",2015-09-10,361286
862,138,Shadow Island,2015-09-10,362562
863,140,Young Lady,2015-09-10,460104
864,141,Secret Visitor,2015-09-16,456519
865,142,The Throne,2015-09-16,315439
866,143,The Lingerie Murders,2015-09-17,673465
867,144,Sunshine Love,2015-09-17,361517
868,145,Trap,2015-09-17,400823
869,146,The Accidental Detective,2015-09-24,359460
870,147,The Long Way Home,2015-09-24,361297
871,150,The Advocate: A Missing Body,2015-10-08,363790
872,153,The Priests,2015-11-05,360551
873,154,Inside Men,2015-11-19,293413
874,155,You Call It Passion,2015-11-25,370984
875,156,The Magician,2015-12-30,366654
876,157,Dear Dictator,2015-12-31,293429
877,0,Chasing,2016-01-07,378084
878,1,Don't Forget me,2016-01-07,376847
879,2,Like A French Film,2016-01-14,369095
880,3,Mood of the Day,2016-01-14,376252
881,4,A Melody to Remember,2016-01-21,379880
882,5,Half,2016-01-21,378763
883,6,Sori: Voice From The Heart,2016-01-27,380254
884,8,Stay With Me,2016-01-28,383582
885,11,Malice,2016-02-11,383583
886,13,Like for Likes,2016-02-17,379887
887,15,Spirits' Homecoming,2016-02-24,384641
888,16,Pure Love,2016-02-24,376494
889,17,A Man and A Woman,2016-02-25,384127
890,19,Elephant in the Room,2016-03-03,390292
891,20,Musudan,2016-03-03,387845
892,21,No Tomorrow,2016-03-03,371000
893,22,Snow Paths,2016-03-03,346804
894,23,Hiya,2016-03-10,387777
895,24,Missing You,2016-03-10,390433
896,27,Upstanding Man,2016-03-28,652888
897,28,Eclipse,2016-03-30,391892
898,29,Su Saek,2016-03-31,392909
899,30,Insane,2016-04-07,393070
900,31,Steel Flower,2016-04-07,407997
901,32,Fourth Place,2016-04-13,378537
902,33,"Love, Lies",2016-04-13,385261
903,34,Time Renegades,2016-04-13,385962
904,35,"Two Rooms, Two Nights",2016-04-14,396048
905,36,The Last Ride,2016-04-20,388619
906,38,Midnight in Seoul,2016-05-05,468611
907,39,Overman,2016-05-05,397379
908,41,I Am Trash,2016-05-12,289193
909,42,The Wailing,2016-05-12,293670
910,43,Canola,2016-05-19,387886
911,44,The Handmaiden,2016-06-01,290098
912,45,The Truth Beneath,2016-06-23,401133
913,46,Seondal: The Man Who Sells the River,2016-07-06,385137
914,47,Train to Busan,2016-07-20,396535
915,48,The Last Princess,2016-08-03,408360
916,49,The Tunnel,2016-08-10,390497
917,50,Luck Key,2016-10-13,421928
918,51,The Age of Shadows,2016-09-07,363579
919,53,Duel: Final Round,2016-09-22,419619
920,54,Split,2016-11-09,425636
921,57,Missing,2016-11-30,417199
922,58,Derailed,2016-11-30,428639
923,59,Life Risking Romance,2016-12-14,431251
924,60,Master,2016-12-21,382220
925,0,Because I Love You,2017-01-04,422545
926,3,Don't Worry,2017-01-05,467768
927,4,Moon Young,2017-01-12,423248
928,5,Ordinary People,2017-01-12,436110
929,6,Seven Years - Journalism Without Journalist,2017-01-12,434235
930,7,Confidential Assignment,2017-01-18,434119
931,8,The King,2017-01-18,434724
932,9,Turning Mecard W: Resurrection of the Black Mirror,2017-01-18,441189
933,10,Another Way,2017-01-19,434229
934,11,Eun-ha,2017-01-24,473634
935,12,Try to Remember,2017-01-26,601068
936,13,Le Tour: My Last 49 Days,2017-02-01,434231
937,14,Fabricated City,2017-02-09,435366
938,15,New Trial,2017-02-15,435821
939,16,My Little Brother,2017-02-15,436992
940,17,Lucid Dream,2017-02-22,436994
941,18,Single Rider,2017-02-22,435603
942,19,I'm Doing Fine in Middle School,2017-02-24,443587
943,20,A Stray Goat,2017-03-01,446752
944,21,Bluebeard,2017-03-01,435809
945,22,Coffee Mate,2017-03-01,439923
946,24,Recording,2017-03-02,412879
947,25,The Artist: Reborn,2017-03-09,439935
948,27,Part-Time Spy,2017-03-16,448166
949,28,Ordinary Person,2017-03-23,442845
950,29,On the Beach at Night Alone,2017-03-23,434773
951,30,The Prison,2017-03-23,438798
952,31,One Line,2017-03-29,442014
953,32,One Day,2017-04-05,446138
954,33,House of the Disappeared,2017-04-05,438070
955,34,"Cherry Blossoms, Again",2017-04-06,452533
956,35,One Step,2017-04-06,451759
957,36,"Daddy You, Daughter Me",2017-04-12,451105
958,37,Marianne and Margaret,2017-04-20,456752
959,38,"My Little Baby, Jaya",2017-04-20,456413
960,39,"Suh-Suh Pyoung, Slowly and Peacefully",2017-04-26,456286
961,40,The King's Case Note,2017-04-26,451914
962,41,The Mayor,2017-04-26,437073
963,43,Super White Bear: Spy Adventures,2017-05-03,459874
964,44,The Sheriff In Town,2017-05-03,452408
965,45,The Tooth and the Nail,2017-05-09,452714
966,46,"Come, Together",2017-05-11,432966
967,47,The Way,2017-05-11,457906
968,48,The Merciless,2017-05-17,451997
969,49,Blue Busking,2017-05-18,459711
970,50,Biting Fly,2017-05-25,460515
971,51,Just for You,2017-05-25,459152
972,53,Warriors of the Dawn,2017-05-31,435880
973,54,Our Diary,2017-06-01,492457
974,55,Delta Boys,2017-06-08,429916
975,56,The Villainess,2017-06-08,437109
976,57,Yongsoon,2017-06-08,453663
977,58,A Day,2017-06-15,459073
978,60,Real,2017-06-28,437633
979,63,Ash Flower,2017-07-06,461835
980,65,Beastie Girls,2017-07-13,467133
981,66,The Battleship Island,2017-07-26,436391
982,67,Fork Lane,2017-07-27,469203
983,68,A Taxi Driver,2017-08-02,437068
984,69,Write or Dance,2017-08-03,467865
985,70,Midnight Runners,2017-08-09,453127
986,71,The Mimic,2017-08-17,437108
987,72,V.I.P,2017-08-23,435601
988,73,The Table,2017-08-24,420513
989,74,Roman Holiday,2017-08-30,473736
990,76,"Spirits’ Homecoming, Unfinished Story",2017-09-14,477762
991,77,The End of April,2017-09-14,464900
992,78,The Running Actress,2017-09-14,471492
993,79,The Poet and the Boy,2017-09-14,469885
994,80,The Star Next Door,2017-09-21,478226
995,81,I Can Speak,2017-09-21,470524
996,82,Lost to Shame,2017-09-27,423161
997,83,The Fortress,2017-10-03,437081
998,85,The Outlaws,2017-10-03,479718
999,86,RV: Resurrected Victims,2017-10-12,478160
1000,87,Man of Will,2017-10-19,477877
1001,88,Autumn Sonata,2017-10-19,477210
1002,89,Glass Garden,2017-10-25,475148
1003,90,Beautiful Tomorrow,2017-10-26,548273
1004,91,Heart Blackened,2017-11-02,437078
1005,92,Method,2017-11-02,467199
1006,93,The Bros,2017-11-02,485442
1007,94,My Last Love,2017-11-02,487252
1008,95,A Special Lady,2017-11-09,437116
1009,96,The Preparation,2017-11-09,488616
1010,97,Room No.7,2017-11-15,462385
1011,98,Romans 8:37,2017-11-16,486349
1012,99,The Swindlers,2017-11-22,478187
1013,100,The Age of Blood,2017-11-23,488372
1014,101,Forgotten,2017-11-29,488623
1015,102,The Chase,2017-11-29,488621
1016,103,"Pororo, Dinosaur Island Adventure",2017-12-07,490066
1017,104,The Return,2017-12-07,483481
1018,105,Steel Rain,2017-12-14,435841
1019,106,Along With the Gods: The Two Worlds,2017-12-20,397567
1020,107,1987: When the Day Comes,2017-12-27,437103
1021,1,Brothers in Heaven,2018-01-17,497391
1022,2,Keys to the Heart,2018-01-17,438623
1023,3,Be-Bop-A-Lula,2018-01-24,498955
1024,5,Jamsil,2018-01-31,421228
1025,6,Psychokinesis,2018-01-31,452015
1026,7,Detective K: Secret of the Living Dead,2018-02-08,500378
1027,8,Turning Mecards W: Secret of Bandain,2018-02-08,504055
1028,9,Golden Slumber,2018-02-14,500699
1029,10,Heung-boo: The Revolutionist,2018-02-14,502474
1030,11,In Between Seasons,2018-02-22,418426
1031,12,The Princess and the Matchmaker,2018-02-28,500168
1032,13,Little Forest,2018-02-28,448491
1033,14,Gate,2018-02-28,508624
1034,15,The Vanished,2018-03-07,509467
1035,16,Wretches,2018-03-08,506830
1036,17,Be with You,2018-03-14,499028
1037,18,Cheese in the Trap,2018-03-14,471335
1038,19,A Field Day,2018-03-22,429914
1039,21,Taklamakan,2018-03-22,546287
1040,22,Gonjiam: Haunted Asylum,2018-03-28,508642
1041,23,Seven Years of Night,2018-03-28,437083
1042,25,Stand by Me,2018-04-05,510007
1043,26,What a Man Wants,2018-04-05,511883
1044,28,Eyelids,2018-04-12,369847
1045,29,Intention,2018-04-12,518683
1046,30,Snatch Up,2018-04-12,516297
1047,31,Duck Town,2018-04-19,451921
1048,32,Mothers,2018-04-19,475153
1049,33,Marionette,2018-04-19,926535
1050,34,True Fiction,2018-04-25,518681
1051,35,Champion,2018-05-01,520358
1052,36,Love+Sling,2018-05-09,518682
1053,37,The March for the Lost,2018-05-16,524872
1054,38,Burning,2018-05-17,491584
1055,39,Believer,2018-05-22,518963
1056,40,Deja Vu,2018-05-30,527215
1057,42,The Accidental Detective: In Action,2018-06-13,522811
1058,43,Student A,2018-06-20,525395
1059,45,Herstory,2018-06-27,527436
1060,46,The Witch: Part 1. The Subversion,2018-06-27,530254
1061,47,I Have a Date with a Spring,2018-06-28,497561
1062,48,Sunset in My Hometown,2018-07-04,529859
1063,49,The Soup,2018-07-12,535638
1064,50,The Whispering,2018-07-13,535186
1065,51,Land of Happiness,2018-07-19,528962
1066,52,The Haunted House: The Secret of the Cave,2018-07-25,535370
1067,53,Illang: The Wolf Brigade,2018-07-25,467824
1068,54,Along with the Gods: The Last 49 Days,2018-08-01,518068
1069,56,The Spy Gone North,2018-08-08,517991
1070,57,The Witness,2018-08-15,529569
1071,58,On Your Wedding Day,2018-08-22,532444
1072,59,Adulthood,2018-08-23,533727
1073,60,High Society,2018-08-29,543753
1074,62,Deep,2018-09-06,547507
1075,63,Monstrum,2018-09-12,523593
1076,64,After My Death,2018-09-13,483539
1077,65,Fengshui,2018-09-19,544089
1078,66,The Great Battle,2018-09-19,535389
1079,67,The Negotiation,2018-09-19,542836
1080,68,The Soul-Mate,2018-09-26,540384
1081,69,Dark Figure of Crime,2018-10-03,544627
1082,71,Miss Baek,2018-10-11,544814
1083,72,Too Hot to Die,2018-10-18,542969
1084,73,Grass,2018-10-25,499255
1085,74,Passing Summer,2018-10-25,546592
1086,75,Rampant,2018-10-25,537190
1087,76,Intimate Strangers,2018-10-31,548352
1088,77,The Villagers,2018-11-07,549590
1089,78,Ode to the Goose,2018-11-08,546493
1090,79,The Wrath,2018-11-08,553350
1091,80,Unfinished,2018-11-14,554136
1092,81,Happy Together,2018-11-15,551655
1093,82,Beautiful Days,2018-11-21,546487
1094,83,Unstoppable,2018-11-22,554972
1095,84,Youngju,2018-11-22,546767
1096,85,Default,2018-11-28,554137
1097,87,Door Lock,2018-12-05,563103
1098,88,Revenger,2018-12-06,557968
1099,89,The Drug King,2018-12-19,497370
1100,91,Take Point,2018-12-26,557972
1101,0,No Mercy,2019-01-01,569016
1102,1,The Dude in Me,2019-01-09,560527
1103,2,Mal-Mo-E: The Secret Mission,2019-01-09,564863
1104,3,Rosebud,2019-01-16,570424
1105,4,Underdog,2019-01-16,435506
1106,5,Mate,2019-01-17,528167
1107,6,Extreme Job,2019-01-23,567646
1108,7,Love Yourself in Seoul,2019-01-26,568300
1109,8,Hit-and-Run Squad,2019-01-30,568320
1110,9,Innocent Witness,2019-02-13,570508
1111,11,Svaha: The Sixth Finger,2019-02-20,556509
1112,12,Trade Your Love,2019-02-27,574840
1113,13,Race to Freedom: Um Bok Dong,2019-02-27,571783
1114,14,A Resistance,2019-02-27,575752
1115,15,Idol,2019-03-20,572696
1116,16,Money,2019-03-20,571078
1117,17,Sunkist Family,2019-03-27,573610
1118,18,Birthday,2019-04-03,574297
1119,19,Romang,2019-04-03,586342
1120,20,Another Child,2019-04-11,571632
1121,21,One Punch,2019-04-11,594295
1122,22,Watching,2019-04-17,585830
1123,24,A Diamond in the Rough,2019-04-18,590628
1124,25,Beautiful Mind,2019-04-18,591019
1125,26,Inseparable Bros,2019-05-01,571787
1126,27,Miss & Mrs. Cops,2019-05-09,571786
1127,28,"The Gangster, the Cop, the Devil",2019-05-15,581528
1128,30,My First Client,2019-05-22,591322
1129,31,0.0MHz,2019-05-29,584586
1130,32,Parasite,2019-05-30,496243
1131,33,Long Live the King,2019-06-19,575602
1132,34,The Beast,2019-06-26,575754
1133,35,The King's Letters,2019-07-24,572988
1134,36,The Divine Fury,2019-07-31,571627
1135,37,Exit,2019-07-31,572164
1136,38,The Battle: Roar to Victory,2019-08-07,573791
1137,39,My name is KIM Bok-dong,2019-08-08,600198
1138,40,To Kill Alice,2019-08-08,513534
1139,42,Warning: Do Not Play,2019-08-15,602508
1140,43,Ghost Walk,2019-08-15,541682
1141,44,Jesters: The Game Changers,2019-08-21,571608
1142,45,Metamorphosis,2019-08-21,669600
1143,46,Tune in for Love,2019-08-28,570503
1144,48,The Bad Guys: Reign of Chaos,2019-09-11,585831
1145,49,Tazza: One Eyed Jack,2019-09-11,574302
1146,50,"Cheer Up, Mr. Lee",2019-09-11,570511
1147,51,The Battle of Jangsari,2019-09-25,567629
1148,52,Crazy Romance,2019-10-02,579188
1149,53,Man of Men,2019-10-02,573808
1150,54,My Punch-Drunk Boxer,2019-10-09,578211
1151,55,Rainbow Playground,2019-10-09,602625
1152,57,"Love, Again",2019-10-17,572703
1153,58,Kim Ji-young: Born 1982,2019-10-23,586048
1154,59,The Divine Move 2: The Wrathful,2019-11-07,580626
1155,60,Black Money,2019-11-13,603314
1156,61,Moonlit Winter,2019-11-14,578209
1157,62,The Fault Is Not Yours,2019-11-21,600344
1158,63,Bring Me Home,2019-11-27,507773
1159,64,Start-Up,2019-12-18,581530
1160,65,Ashfall,2019-12-19,581387
1161,66,The Haunted House: The Sky Goblin VS Jormungandr,2019-12-19,654747
1162,67,Forbidden Dream,2019-12-26,569267
